iter	Passed	Remaining
410	1610	2308
411	1614	2303
412	1617	2299
413	1620	2294
414	1624	2289
415	1627	2285
416	1631	2280
417	1634	2275
418	1637	2270
419	1641	2266
420	1644	2261
421	1648	2257
422	1651	2252
423	1654	2248
424	1658	2243
425	1661	2238
426	1664	2233
427	1667	2229
428	1671	2224
429	1674	2219
430	1676	2213
431	1679	2208
432	1683	2204
433	1686	2199
434	1690	2195
435	1693	2190
436	1696	2186
437	1700	2181
438	1703	2176
439	1706	2172
440	1710	2168
441	1713	2163
442	1717	2159
443	1720	2155
444	1724	2150
445	1728	2146
446	1731	2142
447	1735	2138
448	1739	2134
449	1742	2130
450	1746	2125
451	1749	2121
452	1753	2116
453	1756	2112
454	1759	2107
455	1762	2103
456	1766	2098
457	1769	2094
458	1772	2089
459	1776	2085
460	1779	2080
461	1782	2075
462	1786	2071
463	1789	2066
464	1792	2062
465	1795	2057
466	1799	2053
467	1802	2048
468	1805	2044
469	1809	2040
470	1812	2035
471	1815	2031
472	1819	2026
473	1822	2022
474	1825	2017
475	1829	2013
476	1832	2008
477	1835	2004
478	1839	2000
479	1842	1995
480	1845	1991
481	1848	1987
482	1852	1982
483	1855	1978
484	1858	1973
485	1862	1969
486	1865	1965
487	1868	1960
488	1871	1956
489	1875	1951
490	1878	1947
491	1882	1943
492	1885	1939
493	1888	1934
494	1892	1930
495	1895	1926
496	1898	1921
497	1902	1917
498	1905	1913
499	1909	1909
500	1912	1905
501	1916	1900
502	1919	1896
503	1923	1892
504	1926	1888
505	1930	1884
506	1934	1880
507	1937	1876
508	1940	1872
509	1944	1867
510	1947	1863
511	1951	1859
512	1954	1855
513	1957	1851
514	1961	1847
515	1964	1842
516	1968	1838
517	1971	1834
518	1975	1830
519	1978	1826
520	1981	1822
521	1985	1817
522	1988	1813
523	1992	1809
524	1995	1805
525	1999	1801
526	2002	1797
527	2005	1793
528	2009	1789
529	2012	1784
530	2016	1780
531	2019	1776
532	2022	1772
533	2026	1768
534	2030	1764
535	2033	1760
536	2036	1756
537	2040	1752
538	2043	1748
539	2047	1743
540	2050	1739
541	2054	1735
542	2057	1731
543	2060	1727
544	2064	1723
545	2067	1719
546	2071	1715
547	2074	1711
548	2078	1707
549	2081	1703
550	2085	1699
551	2088	1695
552	2092	1691
553	2095	1686
554	2098	1682
555	2102	1679
556	2106	1675
557	2109	1671
558	2113	1667
559	2116	1663
560	2120	1659
561	2124	1655
562	2128	1652
563	2132	1648
564	2135	1644
565	2139	1640
566	2142	1636
567	2146	1632
568	2149	1628
569	2153	1624
570	2156	1620
571	2159	1616
572	2163	1612
573	2166	1607
574	2169	1603
575	2173	1599
576	2176	1595
577	2180	1591
578	2183	1587
579	2187	1583
580	2190	1579
581	2193	1575
582	2197	1571
583	2200	1567
584	2203	1563
585	2207	1559
586	2210	1555
587	2214	1551
588	2217	1547
589	2221	1543
590	2224	1539
591	2228	1535
592	2231	1531
593	2234	1527
594	2238	1523
595	2241	1519
596	2245	1515
597	2248	1511
598	2252	1507
599	2253	1502
600	2257	1498
601	2260	1494
602	2264	1490
603	2267	1486
604	2271	1482
605	2274	1478
606	2278	1474
607	2281	1470
608	2284	1466
609	2288	1462
610	2291	1458
611	2295	1455
612	2299	1451
613	2302	1447
614	2306	1443
615	2309	1439
616	2313	1436
617	2316	1432
618	2320	1428
619	2324	1424
620	2327	1420
621	2331	1416
622	2334	1412
623	2338	1408
624	2341	1405
625	2345	1401
626	2348	1397
627	2351	1393
628	2355	1389
629	2358	1385
630	2362	1381
631	2365	1377
632	2369	1373
633	2372	1369
634	2376	1365
635	2379	1361
636	2382	1357
637	2386	1354
638	2390	1350
639	2393	1346
640	2396	1342
641	2400	1338
642	2403	1334
643	2407	1330
644	2411	1327
645	2414	1323
646	2418	1319
647	2422	1315
648	2425	1312
649	2429	1308
650	2432	1304
651	2436	1300
652	2439	1296
653	2443	1292
654	2446	1288
655	2450	1284
656	2453	1280
657	2456	1277
658	2460	1273
659	2463	1269
660	2467	1265
661	2470	1261
662	2474	1257
663	2477	1253
664	2480	1249
665	2484	1245
666	2488	1242
667	2491	1238
668	2495	1234
669	2498	1230
670	2502	1227
671	2506	1223
672	2510	1219
673	2513	1215
674	2517	1212
675	2520	1208
676	2524	1204
677	2527	1200
678	2531	1196
679	2534	1192
680	2538	1188
681	2541	1184
682	2544	1180
683	2547	1177
684	2551	1173
685	2554	1169
686	2558	1165
687	2561	1161
688	2564	1157
689	2568	1153
690	2571	1149
691	2574	1145
692	2578	1142
693	2581	1138
694	2584	1134
695	2587	1130
696	2591	1126
697	2594	1122
698	2597	1118
699	2601	1114
700	2602	1110
701	2606	1106
702	2609	1102
703	2612	1098
704	2616	1094
705	2619	1090
706	2622	1086
707	2625	1083
708	2629	1079
709	2632	1075
710	2635	1071
711	2639	1067
712	2642	1063
713	2645	1059
714	2649	1055
715	2652	1052
716	2655	1048
717	2658	1044
718	2662	1040
719	2665	1036
720	2668	1032
721	2672	1029
722	2676	1025
723	2679	1021
724	2683	1017
725	2686	1013
726	2690	1010
727	2693	1006
728	2697	1002
729	2700	998
730	2704	995
731	2708	991
732	2711	987
733	2715	983
734	2718	980
735	2722	976
736	2725	972
737	2728	968
738	2732	965
739	2735	961
740	2739	957
741	2740	952
742	2743	949
743	2747	945
744	2750	941
745	2754	937
746	2757	934
747	2761	930
748	2764	926
749	2768	922
750	2771	919
751	2775	915
752	2778	911
753	2782	907
754	2785	903
755	2789	900
756	2792	896
757	2796	892
758	2799	888
759	2802	885
760	2806	881
761	2809	877
762	2813	873
763	2816	870
764	2820	866
765	2823	862
766	2827	858
767	2830	855
768	2833	851
769	2837	847
770	2840	843
771	2844	840
772	2847	836
773	2851	832
774	2854	828
775	2858	825
776	2861	821
777	2865	817
778	2868	813
779	2872	810
780	2875	806
781	2879	802
782	2882	798
783	2886	795
784	2890	791
785	2893	787
786	2897	784
787	2901	780
788	2904	776
789	2908	773
790	2912	769
791	2915	765
792	2919	761
793	2922	758
794	2925	754
795	2929	750
796	2932	746
797	2936	743
798	2939	739
799	2942	735
800	2946	732
801	2949	728
802	2953	724
803	2956	720
804	2960	717
805	2963	713
806	2967	709
807	2970	705
808	2973	702
809	2977	698
810	2981	694
811	2984	691
812	2988	687
813	2991	683
814	2995	679
815	2999	676
816	3002	672
817	3006	668
818	3010	665
819	3014	661
820	3018	658
821	3022	654
822	3027	651
823	3032	647
824	3036	644
825	3040	640
826	3045	636
827	3049	633
828	3053	629
829	3058	626
830	3063	623
831	3068	619
832	3073	616
833	3078	612
834	3084	609
835	3091	606
836	3096	602
837	3101	599
838	3107	596
839	3112	592
840	3116	589
841	3121	585
842	3126	582
843	3130	578
844	3135	575
845	3139	571
846	3144	567
847	3148	564
848	3152	560
849	3156	557
850	3161	553
851	3165	549
852	3168	546
853	3172	542
854	3175	538
855	3178	534
856	3182	531
857	3185	527
858	3189	523
859	3192	519
860	3196	516
861	3199	512
862	3203	508
863	3206	504
864	3210	501
865	3213	497
866	3217	493
867	3220	489
868	3224	486
869	3227	482
870	3231	478
871	3234	474
872	3237	471
873	3241	467
874	3245	463
875	3248	459
876	3252	456
877	3256	452
878	3260	448
879	3263	445
880	3267	441
881	3270	437
882	3274	433
883	3278	430
884	3282	426
885	3286	422
886	3290	419
887	3293	415
888	3297	411
889	3301	408
890	3305	404
891	3308	400
892	3312	396
893	3318	393
894	3323	389
895	3327	386
896	3332	382
897	3336	379
898	3340	375
899	3344	371
900	3348	367
901	3352	364
902	3355	360
903	3359	356
904	3362	353
905	3366	349
906	3369	345
907	3373	341
908	3376	338
909	3380	334
910	3383	330
911	3387	326
912	3390	323
913	3393	319
914	3397	315
915	3401	311
916	3404	308
917	3407	304
918	3411	300
919	3414	296
920	3418	293
921	3421	289
922	3425	285
923	3428	282
924	3432	278
925	3436	274
926	3439	270
927	3442	267
928	3446	263
929	3450	259
930	3454	256
931	3458	252
932	3462	248
933	3465	244
934	3469	241
935	3472	237
936	3476	233
937	3479	229
938	3483	226
939	3486	222
940	3489	218
941	3493	215
942	3496	211
943	3499	207
944	3503	203
945	3506	200
946	3509	196
947	3513	192
948	3516	189
949	3520	185
950	3524	181
951	3527	177
952	3530	174
953	3534	170
954	3537	166
955	3541	162
956	3544	159
957	3547	155
958	3551	151
959	3554	148
960	3558	144
961	3561	140
962	3565	136
963	3568	133
964	3572	129
965	3575	125
966	3579	122
967	3582	118
968	3585	114
969	3589	111
970	3592	107
971	3595	103
972	3599	99
973	3602	96
974	3606	92
975	3609	88
976	3613	85
977	3616	81
978	3620	77
979	3623	73
980	3627	70
981	3631	66
982	3634	62
983	3637	59
984	3641	55
985	3645	51
986	3649	48
987	3653	44
988	3655	40
989	3658	36
990	3662	33
991	3666	29
992	3669	25
993	3672	22
994	3676	18
995	3679	14
996	3683	11
997	3686	7
998	3690	3
999	3693	0
