iter	MultiClass
222	0.2649123449
223	0.2632518809
224	0.2613093635
225	0.2597342792
226	0.257931119
227	0.2563824274
228	0.2547534562
229	0.2531752231
230	0.2515938376
231	0.2498052741
232	0.247910712
233	0.2461885087
234	0.2447674309
235	0.2436445267
236	0.2421869573
237	0.241293023
238	0.2400362812
239	0.2387142282
240	0.2371888073
241	0.2359137888
242	0.2345428768
243	0.2330210632
244	0.2317579929
245	0.230445216
246	0.2289988269
247	0.2276918709
248	0.2265379349
249	0.2252443194
250	0.2241172622
251	0.2229017236
252	0.221460957
253	0.2202562351
254	0.219456274
255	0.2184052961
256	0.2168774165
257	0.2159144173
258	0.2149357851
259	0.2138195216
260	0.212756847
261	0.2121358996
262	0.2107678557
263	0.209636948
264	0.2087220456
265	0.2076520952
266	0.2065627604
267	0.2053905224
268	0.2042925694
269	0.2030592831
270	0.2022651904
271	0.2010435427
272	0.2002974389
273	0.1994180211
274	0.1984966452
275	0.197338408
276	0.1960377537
277	0.1950297758
278	0.1939070747
279	0.1928403747
280	0.1920291893
281	0.1911432855
282	0.1902866543
283	0.1896486899
284	0.1887834645
285	0.1877057082
286	0.1870062415
287	0.1861404084
288	0.1851449733
289	0.1843267119
290	0.1834580207
291	0.1826486875
292	0.1818571537
293	0.1808947382
294	0.1801708919
295	0.1793873757
296	0.1784890511
297	0.1777140931
298	0.1768578211
299	0.1759894339
300	0.175157582
301	0.1743327768
302	0.1733825347
303	0.1725261384
304	0.1714861032
305	0.1706100523
306	0.1699431161
307	0.1690698237
308	0.1684295209
309	0.1677862012
310	0.1670609445
311	0.1664335403
312	0.1657674579
313	0.1651100294
314	0.1644338066
315	0.1638536882
316	0.1631130439
317	0.1624975716
318	0.1617815027
319	0.1609227245
320	0.16028758
321	0.1594538295
322	0.1589616944
323	0.1582462615
324	0.1575424372
325	0.1568475974
326	0.1562181456
327	0.155562827
328	0.1550972069
329	0.1545117205
330	0.1538329821
331	0.1532389029
332	0.1527560707
333	0.1520301705
334	0.151387041
335	0.1506994009
336	0.1499989879
337	0.1492839258
338	0.1487342624
339	0.1481457519
340	0.147551337
341	0.1468722862
342	0.1462587771
343	0.1457189706
344	0.1451299862
345	0.1446433921
346	0.1439677518
347	0.1433938858
348	0.1428153492
349	0.1421430293
350	0.1416237781
351	0.14112797
352	0.1405909568
353	0.1399704608
354	0.1392683082
355	0.1388180106
356	0.1382696204
357	0.1378520888
358	0.1372884275
359	0.1367046906
360	0.1362670517
361	0.1357929199
362	0.1351867276
363	0.1348858219
364	0.1342667199
365	0.1337896687
366	0.1333632062
367	0.1327251801
368	0.132255353
369	0.1317628659
370	0.1312920973
371	0.1308305625
372	0.1303950643
373	0.1301669756
374	0.1295598262
375	0.1290064058
376	0.1284382061
377	0.1279206161
378	0.1275041536
379	0.1270592455
380	0.1266063213
381	0.1260595676
382	0.1256969237
383	0.1253185604
384	0.1250481943
385	0.1246280799
386	0.1242071237
387	0.1237740616
388	0.1233776255
389	0.1228123536
390	0.1224501779
391	0.1219388668
392	0.1213585529
393	0.120884073
394	0.1204565328
395	0.1200412724
396	0.1196154518
397	0.1191716608
398	0.1188106695
399	0.1182480223
400	0.1178961849
401	0.117472694
402	0.1170105628
403	0.1165991656
404	0.1162027014
405	0.1158421674
406	0.1153680809
407	0.1150404907
408	0.114534436
409	0.1140991569
410	0.1137036343
411	0.1133089248
412	0.1129354239
413	0.112462379
414	0.1121662119
415	0.1117662625
416	0.1114206874
417	0.1112024025
418	0.1108820236
419	0.1105775057
420	0.11020664
421	0.109887933
422	0.1095263789
423	0.1092519321
424	0.1089990193
425	0.1086824024
426	0.1083219453
427	0.107962798
428	0.1076149257
429	0.1072935406
430	0.1070439278
431	0.1067671032
432	0.1064462075
433	0.1061582255
434	0.105952363
435	0.1055784651
436	0.1053783077
437	0.1050622872
438	0.104844543
439	0.1044987502
440	0.1041439709
441	0.1038832873
442	0.1035834248
443	0.1032070837
444	0.1028426731
445	0.1025407121
446	0.1023043108
447	0.1020193861
448	0.1017163585
449	0.1014209024
450	0.1011781053
451	0.1008518779
452	0.1005634463
453	0.100223274
454	0.09983842964
455	0.09955884864
456	0.09927438705
457	0.09891305222
458	0.09873505341
459	0.09837715873
460	0.09810802775
461	0.09790583722
462	0.09761517295
463	0.0972839688
464	0.0970077841
465	0.0968253129
466	0.09654336221
467	0.09624045726
468	0.09603391183
469	0.09577090922
470	0.09548333371
471	0.09539780929
472	0.09519821751
473	0.09495331057
474	0.09468660712
475	0.09447185411
476	0.09427014298
477	0.09402658258
478	0.09369113228
479	0.09337097413
480	0.09311338454
481	0.09290215914
482	0.0926969549
483	0.09241398649
484	0.09211605835
485	0.09178833028
486	0.09154892569
487	0.09126378821
488	0.09103611252
489	0.09081731926
490	0.09048353564
491	0.09031022096
492	0.09012079584
493	0.08990310012
494	0.08968024796
495	0.08942568207
496	0.08920803135
497	0.08898125726
498	0.08872532656
499	0.08847376232
500	0.08818551558
501	0.08799583067
502	0.08773464388
503	0.08748095067
504	0.08723017659
505	0.08708288513
506	0.08682961154
507	0.08656258387
508	0.08634473799
509	0.08614542552
510	0.08586419719
511	0.08566084282
512	0.08550889188
513	0.08526886293
514	0.08503545356
515	0.08477197883
516	0.08452098935
517	0.08431734132
518	0.08409771676
519	0.08386511288
520	0.08364137735
521	0.08341773471
522	0.08319666937
523	0.08296419962
524	0.08287560488
525	0.0826790207
526	0.08249703805
527	0.08230263498
528	0.08211761946
529	0.08206112124
530	0.08186282166
531	0.08163361058
532	0.08145783981
533	0.0812543815
534	0.08104069358
535	0.08088025627
536	0.08068740547
537	0.08051342992
538	0.08030941366
539	0.08010735012
540	0.07990160746
541	0.07973064472
542	0.07951353444
543	0.07930706553
544	0.07911712114
545	0.07893015806
546	0.07878125557
547	0.07860825878
548	0.07841003715
549	0.07819926193
550	0.07801944712
551	0.07778188088
552	0.07758199696
553	0.0774196253
554	0.07725537655
555	0.07706353409
556	0.07686476046
557	0.07667890661
558	0.07648258822
559	0.07629418339
560	0.07613957815
561	0.07598024565
562	0.0758080535
563	0.07560271479
564	0.07543306141
565	0.07526095984
566	0.07508274078
567	0.07489678855
568	0.07472320967
569	0.07456286407
570	0.07441882739
571	0.07423711811
572	0.07404316253
573	0.07394373947
574	0.07374400889
575	0.07361419314
576	0.07342564113
577	0.0732491026
578	0.07316285305
579	0.07298235663
580	0.07284913826
581	0.07262907334
582	0.07248343904
583	0.07233579273
584	0.07218231981
585	0.07201240836
586	0.07182296818
587	0.07167438849
588	0.07157392444
589	0.07144358989
590	0.07128181379
591	0.07112890597
592	0.07094198067
593	0.07081826278
594	0.07065747546
595	0.07051340115
596	0.07037687039
597	0.07023990383
598	0.07010476318
599	0.06994848361
600	0.06974415072
601	0.06959194961
602	0.06945903172
603	0.06930504472
604	0.0691350577
605	0.068970983
606	0.0687728299
607	0.06862186296
608	0.06845483569
609	0.06834492381
610	0.06820986977
611	0.06805523959
612	0.06792088141
613	0.06777437613
614	0.06762299657
615	0.06746261779
616	0.06732893394
617	0.06719972618
618	0.06707183016
619	0.06692974839
620	0.06678548438
621	0.06665390739
622	0.06648747684
623	0.06633251497
624	0.0661765359
625	0.06606418219
626	0.0659352266
627	0.06585537369
628	0.06570125337
629	0.06559461117
630	0.06545082533
631	0.0652808118
632	0.06514225064
633	0.06500820457
634	0.06485283514
635	0.06471207284
636	0.06458496799
637	0.06446408372
638	0.06432795744
639	0.06417137772
640	0.06405925762
641	0.06395274502
642	0.06380117341
643	0.06369438638
644	0.06356342464
645	0.06346246417
646	0.06336637967
647	0.06330963697
648	0.06319781979
649	0.06309093445
650	0.06298587525
651	0.06285920863
652	0.06272886026
653	0.06261796398
654	0.06251162274
655	0.06237219549
656	0.06224762743
657	0.06213149216
658	0.06202751934
659	0.06189517801
660	0.0617878808
661	0.0616684866
662	0.06155028566
663	0.06144466395
664	0.06130112872
665	0.0611473988
666	0.06102283974
667	0.06093684075
668	0.06083066542
669	0.06072386498
670	0.06061572312
671	0.0605025181
672	0.06038777334
673	0.06030509377
674	0.06021059453
675	0.06008910246
676	0.05995233499
677	0.05983763177
678	0.05972671972
679	0.0596324254
680	0.05957529762
681	0.05949840872
682	0.05936145918
683	0.05924584248
684	0.05913402657
685	0.05898573342
686	0.05888674513
687	0.05879833166
688	0.05869194169
689	0.05859356338
690	0.05848610663
691	0.05837548153
692	0.05824356781
693	0.05814679019
694	0.05802059691
695	0.05796146918
696	0.05786295369
697	0.05775153434
698	0.05764259572
699	0.05754942105
700	0.05747537003
701	0.0573558418
702	0.05727271078
703	0.05716026014
704	0.05706512098
705	0.05696448241
706	0.05692903552
707	0.05683547807
708	0.05671960007
709	0.05659975408
710	0.05650146071
711	0.05639036652
712	0.05630193387
713	0.05620146636
714	0.05608227151
715	0.05597577728
716	0.05591797482
717	0.05581401411
718	0.05572959159
719	0.05561376296
720	0.0555500006
721	0.05545911384
722	0.05537306479
723	0.0552822173
724	0.0551850099
725	0.05507377485
726	0.05497930601
727	0.05490778025
728	0.05486144096
729	0.05477367335
730	0.05467395429
731	0.05456233305
732	0.05445680014
733	0.05441414669
734	0.05433600189
735	0.05422865903
736	0.05411950107
737	0.054034003
738	0.0539512628
739	0.05387571983
740	0.05378802279
741	0.05373713178
742	0.05364745427
743	0.05357360684
744	0.05349800435
745	0.0534002374
746	0.05330321816
747	0.05320485633
748	0.05313231834
749	0.05304325573
750	0.05296179855
751	0.05287282959
752	0.05278808276
753	0.05269323686
754	0.05262009464
755	0.05252552375
756	0.05247986231
757	0.05238335778
758	0.05231447597
759	0.05222300357
760	0.05212288647
761	0.05203519202
762	0.05195499501
763	0.05191630261
764	0.05182306199
765	0.05174181608
766	0.0516552918
767	0.05159140669
768	0.05151991936
769	0.05142821565
770	0.05135172914
771	0.0512735929
772	0.0511945921
773	0.05112127468
774	0.05103862103
775	0.05095563664
776	0.0508709355
777	0.05077862664
778	0.05069763322
779	0.05059247261
780	0.05050718481
781	0.05042628929
782	0.05033374523
783	0.05026856494
784	0.05021989524
785	0.05013353824
786	0.05003370523
787	0.04996461706
788	0.04988604447
789	0.04981192016
790	0.04974372038
791	0.04965540412
792	0.04956969005
793	0.04949196653
794	0.0494391637
795	0.04937657467
796	0.04930034208
797	0.04923291428
798	0.04915404351
799	0.0490791907
800	0.04897226559
801	0.04890166387
802	0.0488348192
803	0.04874862901
804	0.0486784758
805	0.04861039912
806	0.04854994912
807	0.04847710918
808	0.04839175635
809	0.04831406454
810	0.04823745942
811	0.04816765519
812	0.04808037561
813	0.04802543198
814	0.04795148721
815	0.04788768136
816	0.04781258244
817	0.04775399862
818	0.04771014188
819	0.04764199112
820	0.0475693759
821	0.04749099162
822	0.0474187604
823	0.04733002713
824	0.04723593372
825	0.0471784556
826	0.04710279472
827	0.04702261325
828	0.04693721899
829	0.04685168906
830	0.04678326092
831	0.04671264833
832	0.0466492676
833	0.04656350314
834	0.04648431811
835	0.04640943537
836	0.04632899755
837	0.04626053389
838	0.04618036283
839	0.04611739275
840	0.04604664965
841	0.04598309188
842	0.04592464582
843	0.04584572762
844	0.0457385353
845	0.04566807193
846	0.04560463816
847	0.04553548152
848	0.04546348262
849	0.04536152042
850	0.04527517261
851	0.04520194816
852	0.04513559904
853	0.04507028542
854	0.04500829027
855	0.04494502335
856	0.04488314984
857	0.04481133923
858	0.04473851986
859	0.04467218734
860	0.04461223418
861	0.04456655772
862	0.04449764412
863	0.04441576443
864	0.04435759973
865	0.04430004127
866	0.0442481448
867	0.04418723389
868	0.04412397258
869	0.04406647065
870	0.04401045163
871	0.04397228317
872	0.04391853621
873	0.04385928806
874	0.04379032237
875	0.04370234378
876	0.04367484108
877	0.04361052884
878	0.04354753091
879	0.04349060042
880	0.04342991945
881	0.04336474276
882	0.04330785426
883	0.04324599812
884	0.0431753513
885	0.04310334433
886	0.04303437196
887	0.042967934
888	0.04290155949
889	0.04287233693
890	0.04280800502
891	0.04273790346
892	0.04267899144
893	0.04261944011
894	0.04256036603
895	0.04250929754
896	0.04243173444
897	0.04238294368
898	0.04232196247
899	0.04227148952
900	0.042210786
901	0.04214475125
902	0.04208614049
903	0.04202974332
904	0.04198326806
905	0.04193855066
906	0.04188431482
907	0.04181394757
908	0.04175568716
909	0.04169969393
910	0.04164518281
911	0.04157283092
912	0.04151366413
913	0.04144679572
914	0.04138440268
915	0.04134136552
916	0.04128239756
917	0.04122008943
918	0.04116875791
919	0.04113249081
920	0.04107732821
921	0.04101639484
922	0.04096361805
923	0.04090833872
924	0.04085799145
925	0.04079586297
926	0.04071103346
927	0.04066361385
928	0.04061207084
929	0.04055881826
930	0.04049937097
931	0.04046118922
932	0.04041830352
933	0.04036526205
934	0.04030450539
935	0.04023829234
936	0.04019246133
937	0.04013052868
938	0.0400790628
939	0.04003471386
940	0.03998956535
941	0.03993989396
942	0.03989675221
943	0.03985176492
944	0.03979638211
945	0.03976456168
946	0.0397222259
947	0.03968698032
948	0.03963328734
949	0.03957950594
950	0.03952333736
951	0.0394831585
952	0.03942985907
953	0.03937262101
954	0.03932541471
955	0.03926657325
956	0.03920919138
957	0.03916382565
958	0.03911582682
959	0.03905252139
960	0.03899914461
961	0.03896033283
962	0.03891145635
963	0.03885436885
964	0.03882050999
965	0.03877706082
966	0.03873491939
967	0.03868028957
968	0.03863541605
969	0.03858330698
970	0.03852590071
971	0.03849774968
972	0.03844558839
973	0.03840506262
974	0.03835470036
975	0.03831758816
976	0.03827837426
977	0.03824276405
978	0.03819748177
979	0.03815331928
980	0.03810517818
981	0.03805833433
982	0.03801579762
983	0.03797074698
984	0.03791358769
985	0.0378622589
986	0.03781173887
987	0.03776742232
988	0.03772103827
989	0.03767791475
990	0.03762974189
991	0.03759091472
992	0.03754439317
993	0.03750110099
994	0.03746256982
995	0.03741095238
996	0.03736648002
997	0.03731549824
998	0.03727547046
999	0.03723262082
